Name,Glossary,Rules,内含规则,所属规则
死亡,Death,,"致命一击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%87%B4%E5%91%BD%E4%B8%80%E5%87%BB%201b4d619a067b80459e4bd8de0f29f636.csv), 寿终正寝 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%AF%BF%E7%BB%88%E6%AD%A3%E5%AF%9D%201b4d619a067b80268740df18f1ecd8b6.csv), 复活 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%8D%E6%B4%BB%201b4d619a067b80a49b31fd9fe177878f.csv)",生与死 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E4%B8%8E%E6%AD%BB%201b4d619a067b80ecbc31ca892fe2b8bd.csv)
昏迷,Unconsciousness,,,生与死 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E4%B8%8E%E6%AD%BB%201b4d619a067b80ecbc31ca892fe2b8bd.csv)
造成伤害,Calculating Damage,,额外伤害 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A2%9D%E5%A4%96%E4%BC%A4%E5%AE%B3%201b4d619a067b803498b6f0cc659b15a9.csv),攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
未命中,Miss,,,攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
命中,Hit,,,攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
防御,Defenses,,"格挡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%A0%BC%E6%8C%A1%201b4d619a067b803faa0fe2c3dd8fedee.csv), 闪避 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%97%AA%E9%81%BF%201b4d619a067b802bac11faba310fa6c8.csv), 抵抗 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8A%B5%E6%8A%97%201b4d619a067b807e9a6ec46573f668fb.csv), 完全防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%AE%8C%E5%85%A8%E9%98%B2%E5%BE%A1%201b7d619a067b80b7b464fd2db51e3807.csv)",攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
防护减免,Protection Reduction,,穿透 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A9%BF%E9%80%8F%201b4d619a067b80f9ac25d2f6f7bc3efc.csv),攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
攻击类型,Attack Types,,"混合攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B7%B7%E5%90%88%E6%94%BB%E5%87%BB%201b4d619a067b80c19d63d4646e49e4cb.csv), 物理攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E7%90%86%E6%94%BB%E5%87%BB%201b4d619a067b801e990cfa56185bd47c.csv), 侵蚀攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BE%B5%E8%9A%80%E6%94%BB%E5%87%BB%201b4d619a067b80658956f8f0545547a9.csv), 灵异攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%81%B5%E5%BC%82%E6%94%BB%E5%87%BB%201b4d619a067b80968bb1dc8bead7368a.csv), 真实攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9C%9F%E5%AE%9E%E6%94%BB%E5%87%BB%201b4d619a067b80ae9a5cceb2a61e37aa.csv)",攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
攻击掷骰,Attack Rolls,,,攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
武器攻击,Weapon Attacks,,"近战攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%91%E6%88%98%E6%94%BB%E5%87%BB%201b4d619a067b80eda8b0facbba0c7b1a.csv), 远程攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%9C%E7%A8%8B%E6%94%BB%E5%87%BB%201b4d619a067b805f8c27e6cffc369b74.csv), 攻击范围 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E8%8C%83%E5%9B%B4%201b4d619a067b803c995de1c713f7878d.csv)",攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
姿势,Postures,扩展,"站立 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AB%99%E7%AB%8B%201b3d619a067b80b28078fc9d7e94e740.csv), 蹲伏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B9%B2%E4%BC%8F%201b3d619a067b8080bdf8eff779eb3a70.csv), 坐姿 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9D%90%E5%A7%BF%201b3d619a067b80b99d01d7112ac748b7.csv), 倒地 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%80%92%E5%9C%B0%201b3d619a067b808fafc8c6969c904b96.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
移动,Movement,,"主动移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BB%E5%8A%A8%E7%A7%BB%E5%8A%A8%201b3d619a067b80b1a07ac8b1451a4e9b.csv), 被迫移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A2%AB%E8%BF%AB%E7%A7%BB%E5%8A%A8%201b3d619a067b80b6950eefb37cfa2456.csv), 障碍 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%9C%E7%A2%8D%201b3d619a067b80618083cc2f816198bf.csv), 阻挡移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%BB%E6%8C%A1%E7%A7%BB%E5%8A%A8%201b9d619a067b80ac8ac5eb828b33ffaa.csv), 顺畅移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A1%BA%E7%95%85%E7%A7%BB%E5%8A%A8%201b3d619a067b80ddb92bd4c0f14fb4cb.csv), 困难移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9B%B0%E9%9A%BE%E7%A7%BB%E5%8A%A8%201b3d619a067b807abb81c1da28d324b2.csv), 翻越 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%BF%BB%E8%B6%8A%201b3d619a067b80a2b055d5aedd7b7ee0.csv), 跃过 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B7%83%E8%BF%87%201b3d619a067b80aab82acbb6a8d3883d.csv), 瞬移 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E7%A7%BB%201b3d619a067b80d8a0c1da02a02cf4b2.csv), 传送 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BC%A0%E9%80%81%201ced619a067b8014b60bf39d20c7e4c7.csv), 拖动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8B%96%E5%8A%A8%201b3d619a067b807883c1c3e97f168235.csv), 推动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8E%A8%E5%8A%A8%201b3d619a067b8095b8dad681bc0d5e7a.csv), 举起 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BE%E8%B5%B7%201b3d619a067b80a88a2ff06d3279b781.csv), 击退 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%87%BB%E9%80%80%201b3d619a067b80c2a98ffca0107a56da.csv), 下落 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%8B%E8%90%BD%201b3d619a067b80af808ae480597f484e.csv), 坠落 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9D%A0%E8%90%BD%201b3d619a067b80d89996f51aa646b6bf.csv), 搭乘 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%90%AD%E4%B9%98%201b3d619a067b80f095fbfa95973db540.csv), 驾驶 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A9%BE%E9%A9%B6%201b3d619a067b8038bf50dabc2aff29c2.csv), 旅行 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%85%E8%A1%8C%201b3d619a067b806e9a3ccefc6c3d7411.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
感知与潜藏,Perceiving and Lurking,,"感知 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%201b5d619a067b807db5b1c3d177476720.csv), 发现 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8F%91%E7%8E%B0%201b3d619a067b8030b4b1d1eba3a2e1a6.csv), 干扰感知 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B9%B2%E6%89%B0%E6%84%9F%E7%9F%A5%201b3d619a067b8049abf5e879401c2a3a.csv), 隐藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%90%E8%97%8F%201b3d619a067b8044af06fbca7a2bde60.csv), 隐形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%90%E5%BD%A2%201b3d619a067b8065b0eafcba8dee4f65.csv), 调查 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B0%83%E6%9F%A5%201b3d619a067b80bf9787e494961fe83b.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
方位,Position,扩展,"朝向 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%9D%E5%90%91%201b3d619a067b807ea09ef439701e3852.csv), 水平方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B0%B4%E5%B9%B3%E6%96%B9%E4%BD%8D%201b3d619a067b807e9bb5f4673d53deff.csv), 垂直方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9E%82%E7%9B%B4%E6%96%B9%E4%BD%8D%201b3d619a067b8028855ac8dd03411e8c.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
区域,Area,,"射线 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B0%84%E7%BA%BF%201b3d619a067b80518606e29a9502b230.csv), 曲线 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9B%B2%E7%BA%BF%201b3d619a067b80908a0ec356106f0f20.csv), 圆形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9C%86%E5%BD%A2%201b3d619a067b8002805bceb619ed8947.csv), 扇形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%89%87%E5%BD%A2%201b3d619a067b801f9c36ededc215d9c0.csv), 环形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%AF%E5%BD%A2%201b3d619a067b80d085bdcda6ec24d4ea.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
测距,Measuring Distance,,"步 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A5%201b3d619a067b800fb1cfe9f0ef45b9ef.csv), 掌 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8E%8C%201b3d619a067b80919ec4ff25937eb0c4.csv), 指 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8C%87%201b3d619a067b8099b3dbcc881f8c63a4.csv), 相邻 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9B%B8%E9%82%BB%201b3d619a067b80d2b1c3cebda0c3ed6f.csv), 方格地图 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%B9%E6%A0%BC%E5%9C%B0%E5%9B%BE%201b3d619a067b80168719e3c4394d3d76.csv), 六边格地图 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%AD%E8%BE%B9%E6%A0%BC%E5%9C%B0%E5%9B%BE%201b3d619a067b8098be15df8764983c5e.csv), 无网格地图 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%A0%E7%BD%91%E6%A0%BC%E5%9C%B0%E5%9B%BE%201b3d619a067b8077baccc1388ecc202c.csv)",位置与距离 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%8D%E7%BD%AE%E4%B8%8E%E8%B7%9D%E7%A6%BB%201b3d619a067b805198ace5211c15da45.csv)
瞬息过程,Moment,,"先手 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%88%E6%89%8B%201b3d619a067b801c8256ff8739657348.csv), 轮 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BD%AE%201b3d619a067b80aeb62df5a99bfb8a82.csv), 机动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%BA%E5%8A%A8%201b3d619a067b80ae8db3fa0eb0eb24d8.csv), 行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%201b5d619a067b80358481f4e8946e320c.csv)",时间与行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%B6%E9%97%B4%E4%B8%8E%E8%A1%8C%E5%8A%A8%201b3d619a067b80209027d388b1ab4250.csv)
叙事过程,Narrative,,,时间与行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%B6%E9%97%B4%E4%B8%8E%E8%A1%8C%E5%8A%A8%201b3d619a067b80209027d388b1ab4250.csv)
简述过程,Briefing,,,时间与行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%B6%E9%97%B4%E4%B8%8E%E8%A1%8C%E5%8A%A8%201b3d619a067b80209027d388b1ab4250.csv)
